"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"TELOS3                                       ";"416335";"6033516460010002";"266 ERICKSEN AVE NE STE B     ";"                         ";"BAINBRIDGE ISLAND       ";"WA";"KITSAP";"981101856";"MARIJUANA PRODUCER TIER 2          ";"CLOSED (PERMANENT)";"          ";"";""
"TERPCO                                       ";"416131";"6035262820010001";"4380 KAWECKI RD               ";"STE E                    ";"MALAGA                  ";"WA";"CHELAN";"988280000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TETRA CONSULTING                             ";"413292";"6033260110010002";"1512 RD 2 NW STE E            ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TH AGROW                                     ";"412698";"6033529470010004";"23410 HIDDEN VALLEY RD STE A  ";"                         ";"GRANITE FALLS           ";"WA";"SNOHOMISH";"982523600";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"4258792123";"";""
"THANG DUC LE                                 ";"416535";"6033611990010001";"208 MAURIN RD                 ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985328716";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"THC FARM                                     ";"416100";"6033581760010001";"2148 PORT OF TACOMA RD        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984213608";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THC SERVICES                                 ";"415860";"6033565620010002";"5310 COUNTRY LANE RD          ";"                         ";"LANGLEY                 ";"WA";"ISLAND";"982608208";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THCBD                                        ";"413131";"6032711150010001";"4310 E TRENT AVE              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992120000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5097204633";"";""
"THE BUD CLUB                                 ";"417458";"6033563410010001";"PN 2012101-3409               ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989340000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE BUD CLUB                                 ";"417459";"6033563410010002";"PN 2012101-3402               ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989340000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE CALYX COMPANY                            ";"412688";"6033493110010001";"484 ALDERDALE RD SUITE B      ";"                         ";"PROSSER                 ";"WA";"KLICKITAT";"993509348";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5097862424";"";""
"THE CANNABIS SEED CO.                        ";"412401";"6018258840010003";"4051 HAMMER DR STE B          ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982260000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602016365";"";""
"THE CASCADE GNOME                            ";"413177";"6033543230010001";"11061 NEPPEL RD NE            ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988377522";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2068180564";"";""
"THE CLONE ZONE                               ";"412598";"6033476500010001";"17835 59TH AVE NE BLDG 8 STE B";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982236429";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4252394473";"";""
"THE EVANS GROUP                              ";"417201";"6034707240010001";"9630 BLOMBERG ST SW           ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985120000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE FAMILY BIZ                               ";"417218";"6033587420010002";"831 WASHINGTON 7 STE B        ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE FAMILY BIZ                               ";"417219";"6033587420010003";"6285 S 277TH ST GARDEN 2      ";"                         ";"AUBURN                  ";"WA";"KING";"98001    ";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE FAMILY BIZ, LLC                          ";"417220";"6033587420010004";"6285 S 277TH ST GARDEN 1      ";"                         ";"AUBURN                  ";"WA";"KING";"98001    ";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE FOUR TWENTY COLLECTION                   ";"413134";"6032939160010001";"99 GREENACRES RD LOT A        ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499625";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4254200229";"";""
"THE GARDEN OF WEEDEN                         ";"412640";"6033895080010001";"28485 410 E                   ";"                         ";"BUCKLEY                 ";"WA";"PIERCE";"983210000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE GRANT GROWER                             ";"416188";"6023265460010002";"7521 POSTMA RD                ";"STE E                    ";"MOXEE                   ";"WA";"YAKIMA";"989369706";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE GREAT AMERICAN HEMP COMPANY              ";"417349";"6033594260010001";"23930 OSO LOOP RD             ";"STE F                    ";"ARLINGTON               ";"WA";"SNOHOMISH";"982230000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3604411968";"";""
"THE GREEN COMPANY                            ";"412403";"6032771390010002";"38 APPLE JACK RD              ";"STE A                    ";"TONASKET                ";"WA";"OKANOGAN";"988559792";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5099981748";"";""
"THE GREEN DOOR                               ";"413126";"6030900150010001";"1517 E DEER PARK MILAN RD     ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990068179";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092090851";"";""
"THE GREEN GREEN GRASS OF HOME                ";"413018";"6033520140010001";"1891 W LEE ROAD               ";"STE A                    ";"WASHTUCNA               ";"WA";"ADAMS";"993719746";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5093942453";"";""
"THE GREEN GREEN GRASS OF HOME                ";"413019";"6033520140010002";"1799 TOUCHET NORTH RD STE B   ";"                         ";"TOUCHET                 ";"WA";"WALLA WALLA";"993609552";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE GREEN GREEN GRASS OF HOME                ";"413955";"6033520140010003";"1799 TOUCHET NORTH RD STE C   ";"                         ";"TOUCHET                 ";"WA";"WALLA WALLA";"993609552";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE GREEN HARVEST CANNABIS COMPANY           ";"413340";"6031564750010003";"101 US HWY 101 STE B          ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985509539";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE GREEN SURFER                             ";"412445";"6033510620010001";"14110 E MT SPOKANE PK DR BLD B";"                         ";"MEAD                    ";"WA";"SPOKANE";"990210000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5095996772";"";""
"THE GREEN VAULT                              ";"415711";"6032662680010001";"365 NW STATE AVE              ";"                         ";"CHEHALIS                ";"WA";"LEWIS";"985320000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2063835005";"";""
"THE GREENBLUFF GARDENER                      ";"412745";"6033507920010001";"16802 N APPLEWOOD LN STE A    ";"                         ";"MEAD                    ";"WA";"SPOKANE";"990219100";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5093623650";"";""
"THE HAPPY CROWD                              ";"416840";"6033506150010001";"26425 S RUPP RD D1            ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5099988071";"";""
"THE HAPPY CROWD                              ";"416841";"6033506150010002";"26425 S RUPP RD D2            ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"THE HAPPY CROWD                              ";"416842";"6033506150010003";"26425 S RUPP RD D3            ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"THE HEALTHY CHOICE                           ";"416234";"6033541960010001";"4521 N GARY RD                ";"STE #2                   ";"OTIS ORCHARDS           ";"WA";"SPOKANE";"990270000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE HEIGHTS CONSERVATORY                     ";"413656";"6033571010010001";"6994 RD 10 NE                 ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2065790662";"";""
"THE HIGH END                                 ";"415845";"6033554460010001";"17636 STATE ROUTE 20          ";"                         ";"BURLINGTON              ";"WA";"SKAGIT";"982339681";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2064068987";"";""
"THE HIGH POINT                               ";"413625";"6033566930010001";"4429 COYLE RD                 ";"                         ";"QUILCENE                ";"WA";"JEFFERSON";"983760000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"3603010257";"";""
"THE HIGH ROAD                                ";"415739";"6034716420010001";"5426 W CROSSCUT RD            ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990069737";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092323168";"";""
"THE HOLLINGSWORTH CANNABIS COMPANY           ";"416406";"6033548680010001";"541 W HONEYSUCKLE LN          ";"                         ";"SHELTON                 ";"WA";"MASON";"985846802";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2063077607";"";""
"THE HUNT COMPANY                             ";"412686";"6033488980010001";"5805 E SHARP AVE #1           ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5099954608";"";""
"THE LAZY BEE GARDENS                         ";"412597";"6033480920010001";"60 WOLF CREEK RD STE A        ";"                         ";"WINTHROP                ";"WA";"OKANOGAN";"988629767";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5094294265";"";""
"THE MARKET GARDEN                            ";"412037";"6023786400010002";"17829 TESTER RD               ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982906647";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3607949806";"";""
"THE MIDNIGHT GARDNER                         ";"416424";"6033567900010001";"705 MONTANA AVE               ";"                         ";"SOUTH BEND              ";"WA";"PACIFIC";"985860000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE NURSERY                                  ";"415959";"6035066960010001";"1209 HWY 281 SPUR             ";"UNIT D                   ";"QUINCY                  ";"WA";"GRANT";"988480000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4259995699";"";""
"THE ORGANIC WEEDMAN                          ";"416075";"6033535780010001";"1064 HARMONY DR               ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986329612";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE ORGANIC WEEDMAN                          ";"416997";"6033535780010002";"7990 NE ECOLOGY RD            ";"                         ";"KINGSTON                ";"WA";"KITSAP";"983460000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"3602709028";"";""
"THE PLANT FACTORY                            ";"416827";"6033937950010001";"41 RUMSEY RD                  ";"                         ";"NEWPORT                 ";"WA";"PEND OREILLE";"991569023";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4256812285";"";""
"THE POTTING BENCH                            ";"416545";"6020939240010002";"4326 LYONS HILL RD STE A      ";"                         ";"SPRINGDALE              ";"WA";"STEVENS";"991739728";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3606724292";"";""
"THE RAUCUS GROUP                             ";"413627";"6033568720010001";"133 NE WATERHILL RD           ";"STE B                    ";"TAHUYA                  ";"WA";"MASON";"985889760";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE RAUCUS GROUP #2                          ";"413628";"6033569630010001";"28107 WEST VALLEY HWY N       ";"                         ";"AUBURN                  ";"WA";"KING";"980320000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE RAUCUS GROUP #3                          ";"416712";"6033568700010001";"625 PUFFIN CT                 ";"                         ";"CAMANO ISLAND           ";"WA";"ISLAND";"982825200";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE STANDARD                                 ";"412546";"6033315040010001";"18501 LOGANBERRY ST SW        ";"                         ";"ROCHESTER               ";"WA";"THURSTON";"985799119";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE SUNSHINE TIKI HUT                        ";"417198";"6028834070010001";"1302 5TH STREET EXTENSION     ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985500000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2533076743";"";""
"THE T.H.C. CORPERATION                       ";"415915";"6033574280010001";"1824 ROAD N NE UNIT 2         ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5097505224";"";""
"THE TREE FARM                                ";"416443";"6033585410010001";"17825 59TH AVE NE             ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982236452";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE TREE FARM                                ";"416444";"6033585410010002";"2148 PORT OF TACOMA RD STE B  ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984213608";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THE UNION                                    ";"416041";"6033582550010001";"9642 PADILLA HEIGHTS RD       ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982218604";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"THINC, LLC                                   ";"414748";"6034993030010002";"30356 HWY 243 S               ";"LOT #4                   ";"MATTAWA                 ";"WA";"GRANT";"993498257";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"THOMAS PAUL HICKEY                           ";"413450";"6033576410010001";"9285 S LAKESHORE RD STE A     ";"                         ";"CHELAN                  ";"WA";"CHELAN";"988169352";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"8083868909";"";""
"THOMAS TEW TOLLING                           ";"413472";"6033560350010001";"208 MAURIN RD                 ";"STE B                    ";"CHEHALIS                ";"WA";"LEWIS";"985328716";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THOMAS TEW TOLLING                           ";"413473";"6033560350010002";"13026 W MCFARLANE RD          ";"STE A                    ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990015099";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THORJON RUSSELL-J1                           ";"414271";"6015444080010002";"26425 RUPP RD J1              ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5097104695";"";""
"THORJON RUSSELL-J2                           ";"414270";"6015444080010003";"26425 RUPP RD J2              ";"                         ";"CHENEY                  ";"WA";"LINCOLN";"990040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THORJON RUSSELL-J3                           ";"414269";"6015444080010004";"26425 RUPP RD J3              ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"THREE G FARMS LLC                            ";"412666";"6033795260010001";"7205 ENDICOTT RD STE A        ";"                         ";"ENDICOTT                ";"WA";"WHITMAN";"991250000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5099481934";"";""
"THUNDER GARDEN                               ";"415665";"6033197330010002";"99 GREENACRES RD LOT B        ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499625";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2069103089";"";""
"TIFFANY HILLS COMPANY                        ";"416046";"6033586170010001";"247 GREENACRES RD             ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499636";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5097331127";"";""
"TIGER CONSULTING GROUP                       ";"416796";"6032054380010002";"14032 AURORA AVE N STE D      ";"                         ";"SEATTLE                 ";"WA";"KING";"981336997";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TIGER CONSULTING GROUP LLC                   ";"416797";"6032054380010003";"30458 S HWY 243               ";"                         ";"MATTAWA                 ";"WA";"GRANT";"993490000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TINA'S POTTERY                               ";"420277";"6033586230010002";"1824 RD N NE UNIT 5           ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988379816";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"TITAN CULTIVATION                            ";"412102";"6033363490010001";"14362A STRATFORD RD           ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5097601278";"";""
"TITAN WEED COMPANY                           ";"416860";"6032751500010001";"11728 RD U SE                 ";"                         ";"WARDEN                  ";"WA";"GRANT";"988570000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TITAN WEED COMPANY                           ";"416861";"6032751500010002";"11744/11728 SE RD U STE B     ";"                         ";"WARDEN                  ";"WA";"GRANT";"988570000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TITAN WEED COMPANY                           ";"416904";"6032751500010003";"11744 SE RD U STE C           ";"                         ";"WARDEN                  ";"WA";"GRANT";"988570000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TJ'S ORGANICS                                ";"416939";"6033581520010001";"1802 SE 16TH ST. #2           ";"                         ";"BATTLE GROUND           ";"WA";"CLARK";"986040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TJ'S ORGANICS                                ";"416940";"6033581520010002";"1802 SE 16TH ST. #2           ";"                         ";"BATTLE GROUND           ";"WA";"CLARK";"986040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TJ'S ORGANICS                                ";"416941";"6033581520010003";"1005 INDUSTRIAL WAY           ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321030";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TKO RESERVE                                  ";"412746";"6033507570010001";"234805 STRAIGHT BANK RD       ";"SUITE E                  ";"KENNEWICK               ";"WA";"BENTON";"993370000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOKELAND GROWING                             ";"413923";"6033549430010001";"3724 EAST HOFF RD             ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982470000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOKELAND GROWING                             ";"413924";"6033549430010002";"2918 WHEELER AVE STE B        ";"                         ";"TOKELAND                ";"WA";"PACIFIC";"985900580";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOKELAND GROWING                             ";"413925";"6033549430010003";"2918 WHEELER AVE STE C        ";"                         ";"TOKELAND                ";"WA";"PACIFIC";"985900580";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOKELAND HEMP PRODUCTS                       ";"412977";"6034604280010001";"1221 SE COLE ROAD             ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3607134378";"";""
"TOLMAN CONSTRUCTION                          ";"417395";"6033508950010001";"3895 MALAGA AVE               ";"                         ";"MALAGA                  ";"WA";"CHELAN";"988280000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5096688225";"";""
"TOLMAN CONSTRUCTION                          ";"417396";"6033508950010002";"LOT 8 SITE 2 PANGBORN BUSINESS";"PARK S CAMPBELL PKWY     ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988020000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"TOLMAN CONSTRUCTION                          ";"417397";"6033508950010003";"LT 10 SITE 3 PANGBORN BUSINESS";"PARK S CAMPELL PKWY      ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988020000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"TOM'S HEMP&CANNABIS                          ";"412648";"6033489470010001";"166 BENSON CREEK DR           ";"STE 420                  ";"TWISP                   ";"WA";"OKANOGAN";"988569605";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4254193092";"";""
"TOMMY'S                                      ";"413014";"6021253850020001";"5805 E SHARP AVE UNIT C-8     ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120948";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2086603855";"";""
"TONASKET HIGH COUNTRY                        ";"416809";"6034701080010001";"179 AIR PORT ROAD LOT 1       ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3605360361";"";""
"TOP CUT FARMS                                ";"412299";"6033477970010001";"3101 S LAWRENCE ST            ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984094823";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3605184748";"";""
"TOP CUT GARDEN                               ";"416793";"6035183370010001";"816 N 46TH ST STE B           ";"                         ";"SEATTLE                 ";"WA";"KING";"981036506";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOP SHELF 420                                ";"413216";"6033569710010001";"2203 S RIETH LN SUITE 1       ";"                         ";"MEDICAL LAKE            ";"WA";"SPOKANE";"990228654";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5098692126";"";""
"TOP SHELF PRODUCTIONS                        ";"416828";"6033627190010001";"11140 PARK PLACE LN SE        ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985019417";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOPNUGGS                                     ";"413434";"6034362370010001";"5373 GUIDE MERIDIAN RD #C1-2  ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982260000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3606007804";"";""
"TOPP VALLEY GROWERS                          ";"412369";"6033502050010001";"303 OLD MCCOY RD              ";"                         ";"TOPPENISH               ";"WA";"YAKIMA";"989489314";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5093140708";"";""
"TORCH NORTHWEST                              ";"412681";"6033420120010002";"3113 S PINE ST UNIT C1        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2533271678";"";""
"TORK FARM                                    ";"413118";"6025142040010001";"1401 MOORE RD STE A           ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989089212";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"TOTALLY AWESOME CANNABIS                     ";"412016";"6036005340010001";"10517 W BALMER RD #A          ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992249153";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3609279329";"";""
"TOTIPOTENCY                                  ";"416695";"6033541680010002";"480 LARSON LAKE RD            ";"                         ";"CHIMACUM                ";"WA";"JEFFERSON";"983259768";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"TOWNLINE GROWERS                             ";"417315";"6010678370010002";"3660 LINDSAY RD               ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982479250";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TRACTOR AND HORTICULTURAL CONTRACTORS        ";"417076";"6033582500010001";"1022 85TH AVE SE              ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985015736";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TRAIL BLAZIN PRODUCTIONS                     ";"412082";"6033285310010001";"2005 DIVISION ST              ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982268058";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3607463366";"";""
"TRANQUIL BUDDHA                              ";"412226";"6032327150010002";"32111 N PERRY RD              ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990060000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092947418";"";""
"TRANQUIL FOREST                              ";"415831";"6033545140010001";"819 E ROSEWOOD                ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992080000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"TREE OF KNOWLEDGE                            ";"416049";"6033586210010001";"3836 E ROWAN AVE STE C        ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992170000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TREEDOM                                      ";"413920";"6035280800010001";"2750 PEACE PORTAL DR STE Z    ";"                         ";"BLAINE                  ";"WA";"WHATCOM";"982300000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602013159";"";""
"TREEHAWK FARMS                               ";"412193";"6033546280010001";"5030 EAGLEMOUNT RD STE A      ";"                         ";"CHIMACUM                ";"WA";"JEFFERSON";"983257735";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2063938640";"";""
"TRICHOME CULTIVATIONS                        ";"416985";"6033590550010001";"761 SHUSHUSKIN RD.            ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989265050";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TRICHOME CULTIVATIONS                        ";"416986";"6033590550010002";"761 SHUSHUSKIN RD STE 2       ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989265050";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"TRICHOME CULTIVATIONS                        ";"416987";"6033590550010003";"761 SHUSHUSKIN RD. #3         ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989265050";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
