"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"POORMAN ENTERPRISES                          ";"415921";"6033577980010001";"100 MAIN ST SUITE 7           ";"                         ";"MONITOR                 ";"WA";"CHELAN";"988360000";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5096309481";"";""
"POPA'S FARMS                                 ";"417409";"6033597330010001";"1951 W CEMETERY RD            ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"POT OF GOLD ORGANICS                         ";"414023";"6012354470010002";"8820 152ND ST SE STE A        ";"                         ";"SNOHOMISH               ";"WA";"SNOHOMISH";"982968713";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4253596453";"";""
"POTE                                         ";"412277";"6033455200010001";"21828 87TH AVE SE             ";"SUITE C-2                ";"WOODINVILLE             ";"WA";"SNOHOMISH";"980728054";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PRAXIS HOLDINGS                              ";"412779";"6031112130010001";"139 GREEN ACRES RD UNIT 3     ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5033074753";"";""
"PRECISION ENTERPRISES                        ";"412429";"6021304530010001";"16810 415TH AVE SE            ";"BLDG A3                  ";"GOLD BAR                ";"WA";"SNOHOMISH";"982510000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PREMIER CANNABIS                             ";"416062";"6033485240010001";"4509 S CHEATHAM RD STE A      ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992245654";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2086603810";"";""
"PREMIUM CREATIONS                            ";"417586";"6034898820010001";"5805 E SHARPE AVE STE 2       ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5097617691";"";""
"PRINCE FARMS                                 ";"413055";"6033540700010001";"1610 NW 8TH STREET SUITE B    ";"                         ";"NORTH BEND              ";"WA";"KING";"980457964";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"PRINCE FARMS                                 ";"422368";"6033540700010002";"389 BUSINESS PARK LOOP        ";"                         ";"SEQUIM                  ";"WA";"KING";"983829491";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4257361226";"";""
"PRISTINE GREEN GARDENS                       ";"414908";"6033603600010001";"31021 172ND AVE SE SUITE B    ";"                         ";"AUBURN                  ";"WA";"KING";"980926577";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PROHIBITION BRANDS                           ";"414042";"6033303330010002";"22521 100TH ST SE STE A       ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982727794";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5734241659";"";""
"PROHIBITION GOLD                             ";"416698";"6033551090010001";"7510 5TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981084114";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2066836707";"";""
"PROHIBITION GOLD                             ";"416699";"6033551090010002";"7510 5TH AVE S                ";"SUITE B                  ";"SEATTLE                 ";"WA";"KING";"981080000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PROJECT M                                    ";"417168";"6035253190010001";"10908 156TH ST NE STE C       ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982238814";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4253500248";"";""
"PROPACWA                                     ";"413133";"6032827720010002";"5725 CEDAR FLATS RD SW STE 1  ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985129415";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"3607908549";"";""
"PROPRIETARY PLANT VARIETIES                  ";"417279";"6033588160010002";"4553 ROAD 13.6 SW STE B       ";"                         ";"ROYAL CITY              ";"WA";"GRANT";"993579770";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PROPRIETARY PLANT VARIETIES                  ";"417280";"6033588160010003";"4553 ROAD 13.6 SW STE C       ";"                         ";"ROYAL CITY              ";"WA";"GRANT";"993579770";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PROPRIETARY PLANT VARIETIES INC              ";"417278";"6033588160010001";"30078 HWY 97                  ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PRR ENTERPRISES                              ";"413197";"6033554380010001";"27602 NORTH MONROE            ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990065032";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PUFFIN FARM                                  ";"413021";"6033508340010001";"500 ROCKY RIVER RD            ";"STE A                    ";"ELLENSBURG              ";"WA";"KITTITAS";"989264022";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069639588";"";""
"PUFFIN FARM                                  ";"413024";"6033508340010004";"500 ROCKY RIVER RD            ";"STE D                    ";"ELLENSBURG              ";"WA";"KITTITAS";"989264022";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"PUFFIN FARM                                  ";"413025";"6033508340010005";"500 ROCKY RIVER RD            ";"STE E                    ";"ELLENSBURG              ";"WA";"KITTITAS";"989264022";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069639588";"";""
"PUGET SOUND CANNABIS                         ";"417297";"6035077820010001";"26740 VASHON HWY SW           ";"                         ";"VASHON                  ";"WA";"KING";"980708319";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5042471734";"";""
"PUGET SOUND CANNABIS COMPANY                 ";"413132";"6032739960010002";"254 BAYVIEW RD                ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985209402";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2063754834";"";""
"PULA VERDE HARVEST                           ";"412821";"6033548160010001";"481 KEPPS RD                  ";"STE A                    ";"PASCO                   ";"WA";"FRANKLIN";"993019692";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5095917888";"";""
"PURA VALLEY HERBS                            ";"416582";"6033569480010001";"143 BUTTS RD                  ";"                         ";"MORTON                  ";"WA";"LEWIS";"983560000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PURE CANNASEUR                               ";"412842";"6033517720010001";"1019 85TH AVE SE              ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985015706";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2533779747";"";""
"PURE FUNK                                    ";"412856";"6033417190010001";"274 A OTTO ST                 ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689719";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605093481";"";""
"PURE GREEN CROSS WA                          ";"412855";"6033424490010001";"21418 SE 436TH                ";"                         ";"ENUMCLAW                ";"WA";"KING";"980229041";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"7606682431";"";""
"PURE MAGIC                                   ";"416863";"6033475760010001";"150 HIDDEN SPRINGS RD UNIT A  ";"                         ";"SHELTON                 ";"WA";"MASON";"985845302";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2532166699";"";""
"PURE NORTHWEST, L.L.C.                       ";"416281";"6035102770010001";"7800 POSTMA RD   STE 2        ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989360000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065507979";"";""
"PURELY GREEN                                 ";"416490";"6033606590010001";"35702 NW TOENJES RD           ";"STE 4                    ";"WOODLAND                ";"WA";"CLARK";"986743721";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609218341";"";""
"PURELY GREEN                                 ";"416491";"6033606590010002";"4857 NW LAKE RD #1            ";"                         ";"CAMAS                   ";"WA";"CLARK";"986070000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PURELY GREEN                                 ";"416492";"6033606590010003";"4857 NW LAKE RD # 2           ";"                         ";"CAMAS                   ";"WA";"CLARK";"986070000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"PYRAMID GREEN HOUSES                         ";"412587";"6033508710010001";"425 W KING TUT RD STE A       ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269627";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602019648";"";""
"QUALITY CANNABIS                             ";"413193";"6033547780010001";"16212 MAY CREEK ROAD          ";"                         ";"GOLD BAR                ";"WA";"SNOHOMISH";"982510000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259223860";"";""
"QUALITY CANNABIS PRODUCING AND PROCESSING    ";"412130";"6033476300010001";"776 US HWY 101                ";"                         ";"COSMOPOLIS              ";"WA";"GRAYS HARBOR";"985370000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605805312";"";""
"QUALITY GENETICS                             ";"416061";"6033599670010001";"33324 ALDER ST N              ";"                         ";"WILBUR                  ";"WA";"LINCOLN";"991850000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"QUALITY GREEN TREES                          ";"413632";"6033553700010001";"26268 12 TREES LN NW          ";"STE 140                  ";"POULSBO                 ";"WA";"KITSAP";"983706402";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"QUALITY GROWERS                              ";"417338";"6033497230010001";"2870 OCEAN AVE   BLDG 3       ";"BLDG 3                   ";"RAYMOND                 ";"WA";"PACIFIC";"985774926";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609417245";"";""
"QUANTUM CAPITAL ADVISORS                     ";"413156";"6034417780010001";"6 COW TRAIL ROAD              ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4258369035";"";""
"QUINCE FARM                                  ";"412103";"6033375830010001";"5973 OLD MILL RD NE BLDG E-5  ";"                         ";"BAINBRIDGE ISLAND       ";"WA";"KITSAP";"981103140";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"QUINCY GREEN                                 ";"412358";"6033495900010001";"4290 STATE ROUTE 283 N STE A  ";"                         ";"QUINCY                  ";"WA";"GRANT";"988489749";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"8447473360";"";""
"R 7                                          ";"417075";"6033597460010001";"11854 SW LAKE FLORA RD        ";"STE A                    ";"BREMERTON               ";"WA";"KITSAP";"983670000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2063565888";"";""
"R AND L                                      ";"417060";"6033631710010001";"7777 POSSESSION RD            ";"STE A                    ";"CLINTON                 ";"WA";"ISLAND";"982368944";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"R&B GROUP                                    ";"412615";"6033443250010001";"3601 W MARGINAL WAY SW #2     ";"                         ";"SEATTLE                 ";"WA";"KING";"981061142";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065957656";"";""
"R&R LOGISTICS                                ";"417172";"6026015680010002";"986 E HAMPTON RD STE B        ";"                         ";"LIND                    ";"WA";"ADAMS";"993419725";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064455279";"";""
"RADAR RIDGE FARMS                            ";"412590";"6033507740010001";"103 CRESTLOCH RD              ";"                         ";"PASCO                   ";"WA";"FRANKLIN";"993010000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094302072";"";""
"RADNESS LABS                                 ";"421534";"6035066500010002";"3810 AIRPORT WAY S UNIT 103   ";"                         ";"SEATTLE                 ";"WA";"KING";"981085214";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"4257362781";"";""
"RAINBOW HAZE                                 ";"416504";"6034681310010001";"9485 KNAPP RD                 ";"UNIT A                   ";"MOHLER                  ";"WA";"LINCOLN";"991540000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5097254770";"";""
"RAINIER ACRES                                ";"416942";"6033580970010001";"13026 W MCFARLANE RD SUITE C 1";"-2                       ";"AIRWAY HEIGHTS          ";"WA";"SPOKANE";"990010000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4259225268";"";""
"RAINIER CANNABIS                             ";"416522";"6033583810010002";"11537 RAINIER AVE S UNIT 2    ";"                         ";"SEATTLE                 ";"WA";"KING";"981783984";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RAINIER CANNABIS                             ";"416523";"6033583810010003";"11537 RAINIER AVE S UNIT 3    ";"                         ";"SEATTLE                 ";"WA";"KING";"981783984";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RAINIER ORGANICS                             ";"412854";"6033468880010001";"15709 ORDWAY DR S.E.          ";"                         ";"YELM                    ";"WA";"THURSTON";"985970000";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2535345511";"";""
"RAINIER VALLEY CANNABIS                      ";"416138";"6033576960010001";"17409 119TH ST CT E STE 1     ";"                         ";"BONNEY LAKE             ";"WA";"PIERCE";"983918164";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2533183104";"";""
"RAVEN                                        ";"417698";"6033457230010002";"600 RONLEE LN NW BLDG B2      ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985029264";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"9177030621";"";""
"RAVENS KEEP                                  ";"412653";"6033490650010001";"182 ONEIL RD STE B            ";"                         ";"OROVILLE                ";"WA";"OKANOGAN";"988449780";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5095562064";"";""
"RAY'S GARDEN                                 ";"418294";"6022862480010003";"2255 RD E.5 NE STE B          ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988379583";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RE-UP INDUSTRIES                             ";"416848";"6033346510010003";"3901 AIRPORT WAY S STE B      ";"                         ";"SEATTLE                 ";"WA";"KING";"981085237";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RE-UP INDUSTRIES                             ";"416849";"6033346510010004";"1350 THORNTON AVE SW STE E    ";"                         ";"PACIFIC                 ";"WA";"KING";"980472112";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RED FROG                                     ";"412437";"6033472750010001";"12815 227TH AVE SE  STE A     ";"STE A                    ";"MONROE                  ";"WA";"SNOHOMISH";"982728720";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2062737400";"";""
"RED FROG                                     ";"413282";"6033472750010002";"12815 227TH SE MONROE STE B   ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982723598";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RED FROG                                     ";"413283";"6033472750010003";"12815 227TH ST SE STE C       ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982728720";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"REDTAIL                                      ";"416310";"6032725330010002";"14601 PALM CT                 ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989089757";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5095718134";"";""
"REFINED CANNABINOIDS                         ";"416613";"6035549490010001";"11537 RAINIER AVE S           ";"STE B                    ";"SEATTLE                 ";"WA";"KING";"981780000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"REVOLUTION HERBAL ENTERPRIES                 ";"417094";"6033498530010001";"166 BENSON CREEK DR           ";"STE 421                  ";"TWISP                   ";"WA";"OKANOGAN";"988569605";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064597527";"";""
"RGL INDUSTRIES                               ";"416626";"6015422210010001";"931 GOERIG RD                 ";"                         ";"WOODLAND                ";"WA";"COWLITZ";"986740000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4257760576";"";""
"RIDGEVIEW FARMS                              ";"417223";"6034984670010001";"6726 ROAD S SE STE A          ";"                         ";"WARDEN                  ";"WA";"GRANT";"988579560";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5095911209";"";""
"RIGHTPATCH WA                                ";"415794";"6033314950010002";"2870 OCEAN AVE BLDG #6 STE A  ";"BLDG #6 STE A            ";"RAYMOND                 ";"WA";"PACIFIC";"98577    ";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RIGHTPATCH WA                                ";"415795";"6033314950010003";"406 S ORCAS ST STE B          ";"                         ";"SEATTLE                 ";"WA";"KING";"98108    ";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RITUAL CANNABIS                              ";"416638";"6034177860010001";"55 RED CEDAR                  ";"STE R                    ";"GOLDENDALE              ";"WA";"KLICKITAT";"986202400";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2066198392";"";""
"RJ  AG                                       ";"413664";"6035124300010001";"126 NEWMAN CREEK SUITE 3      ";"                         ";"ELMA                    ";"WA";"GRAYS HARBOR";"985419536";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"RJB DISTRIBUTING LLC                         ";"417125";"6033582850010001";"3426 CITATION RD NE STE 3 & 4 ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"RJL                                          ";"417385";"6016804550010002";"8846 HWY 14 STE A             ";"                         ";"WISHRAM                 ";"WA";"KLICKITAT";"986730000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2062261378";"";""
"RMNP LLC                                     ";"413154";"6033145410010002";"57406 N THOMAS RD STE B       ";"                         ";"BENTON CITY             ";"WA";"BENTON";"993200000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094303564";"";""
"RNW AGRICULTURAL                             ";"412906";"6033508850010001";"20951 FRANCIS RD              ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982440000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ROCK ISLAND FARM                             ";"415852";"6033562440010001";"20171 87TH AVE SW SUITE B     ";"                         ";"VASHON                  ";"WA";"KING";"980706213";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064506749";"";""
"ROCK STAR FARMS                              ";"416953";"6035159930010001";"5016 E ELK-TO-HWY RD  STE A-1 ";"STE A-1                  ";"ELK                     ";"WA";"SPOKANE";"990098545";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5095289351";"";""
"ROCKGARDEN                                   ";"412192";"6016033330020001";"3438 ALTAIR PL STE A          ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982779109";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3606759034";"";""
"ROCKY BROOK RANCH                            ";"417763";"6033553360010001";"71 MUSTANG LN AREA C          ";"STE 1                    ";"BRINNON                 ";"WA";"JEFFERSON";"983209640";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"7024301947";"";""
"RODRIGO MANUEL OCAMPO                        ";"412525";"6033521200010001";"1123 351ST ST STE B           ";"                         ";"FEDERAL WAY             ";"WA";"KING";"980037009";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2532099473";"";""
"RODRIGO MANUEL OCAMPO                        ";"412908";"6033521200010002";"1628 STATE ROUTE 105 STE A    ";"                         ";"GRAYLAND                ";"WA";"GRAYS HARBOR";"985479504";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ROGUE GARDENS                                ";"416176";"6033600060010001";"14626 COUNTRY LN STE B        ";"                         ";"YELM                    ";"WA";"THURSTON";"985979150";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2063840779";"";""
"ROLLING FARMS                                ";"416113";"6033528300010001";"18520 67TH AVE NE             ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982230000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ROLLING GREEN FARM                           ";"412227";"6032429220010002";"29619 4TH AVE NW STE A        ";"                         ";"STANWOOD                ";"WA";"SNOHOMISH";"982929440";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2066794017";"";""
"RON JOHNSON                                  ";"416665";"6033622390010001";"3345 JAGLA ROAD LOT #2        ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988019725";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3603573466";"";""
"ROOT DOWN                                    ";"412273";"6033493630010001";"3830 E BOONE AVE              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992024505";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094755858";"";""
"ROOTWORX                                     ";"413665";"6034295410010001";"190 W PINE ACRES WAY          ";"                         ";"SHELTON                 ";"WA";"MASON";"985848965";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2538840562";"";""
"ROYAL CANNABIS PRODUCTION AND PROCESSING     ";"414267";"6013588430010003";"14727 123RD AVE               ";"                         ";"YELM                    ";"WA";"THURSTON";"985970000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ROYAL GARDENS                                ";"413723";"6033527120010001";"4263 12TH ST SE               ";"STE B                    ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988028724";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4252053383";"";""
"ROYAL GREENS                                 ";"412292";"6033466190010001";"164101 W JOHNSON RD   STE A   ";"STE A                    ";"PROSSER                 ";"WA";"BENTON";"993509206";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5093051727";"";""
"ROYAL HIGHNESS                               ";"415842";"6033553580010001";"490 SR 409                    ";"                         ";"CATHLAMET               ";"WA";"WAHKIAKUM";"986120000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ROYAL TREE GARDENS                           ";"412425";"6033493810010001";"2909 S ALASKA ST              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984097804";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068501443";"";""
"RUSTYNAIL                                    ";"416023";"6033595520010001";"63910 E SUNSET VIEW PR SE     ";"BLDG A                   ";"BENTON CITY             ";"WA";"BENTON";"993208554";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SACRED HERB FARMS                            ";"413466";"6033557390010001";"26425 S RUPP RD STE 10        ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990049290";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099903991";"";""
"SACRED SAGE                                  ";"415916";"6033574480010001";"200115 E GAME FARM RD STE B   ";"                         ";"KENNEWICK               ";"WA";"BENTON";"993370000";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5092125650";"";""
"SALISH SATIVAS                               ";"415914";"6033573900010001";"5373 GUIDE MERIDIAN STE D1    ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269740";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609207199";"";""
"SALISH SEA INDUSTRIES                        ";"413942";"6033470130010001";"17702 SE MAY VALLEY RD  STE B ";"                         ";"RENTON                  ";"WA";"KING";"980590000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2062908068";"";""
"SALMON CREEK SINSEMILLA                      ";"413341";"6033495550010003";"1199 W CUNNINGHAM RD          ";"STE C1                   ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3606870303";"";""
"SAM ELLIE                                    ";"417079";"6033504170010001";"1129 ST PAUL AVE              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984212404";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SAM ELLIE                                    ";"417093";"6033504170010003";"3605 AIRPORT WAY S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981342238";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SAN JUAN SUN GROWN                           ";"413078";"6033138350010001";"252A FIELDSTONE RD LOT 1      ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982508605";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"SAN JUAN SUN GROWN                           ";"422993";"6033138350010003";"625 E EDGEMONT DR             ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988010000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"7076725928";"";""
"SAPPHIRE MEADOWS                             ";"416965";"6035126850010001";"4380 KAWECKI RD               ";"STE B                    ";"WENATCHEE               ";"WA";"CHELAN";"988280000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096682088";"";""
"SASQUATCH CANNABIS COMPANY                   ";"416561";"6033579330010001";"4911 EVERSON GOSHEN RD        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982260000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609660260";"";""
"SASQUATCH GREENHOUSES                        ";"412208";"6029298850010001";"3171 UNICK RD SUITE B         ";"                         ";"FERNDALE                ";"WA";"WHATCOM";"982489021";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3608152969";"";""
"SATIVA GROUP                                 ";"416417";"6033563190010001";"7521 POSTMA RD STE A          ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989369706";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092631186";"";""
"SATIVA GROUP                                 ";"416709";"6033563190010002";"2228 RIVERSIDE RD STE B       ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989018521";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SATIVA GROUP                                 ";"416710";"6033563190010003";"2228 RIVERSIDE RD STE C       ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989018521";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SATIVA GROUP                                 ";"422627";"6033563190010004";"7537 POSTMA RD STE A          ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989369806";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SATURN GROUP                                 ";"412112";"6033441490010001";"13215 SE 30TH ST              ";"                         ";"BELLEVUE                ";"WA";"KING";"980054402";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2063030176";"";""
"SEA OF GREEN                                 ";"416785";"6028645210010002";"207 E MAIN ST STE B           ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982479126";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"SEA OF GREEN                                 ";"416786";"6028645210010003";"9117 MOLLY LN                 ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982218389";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
